Subject,RT_Self,RT_Other,ACC_Self,ACC_Other,SPE_RT,SPE_ACC,SPE_RT_Positive,SPE_RT_Negative,SPE_ACC_Positive,SPE_ACC_Negative
1,0.4695816666666667,0.49567,1,0.8833333333333333,0.026088333333333324,0.1166666666666667,0.026088333333333324,0.026088333333333324,0.1166666666666667,0.1166666666666667
10,0.8909681818181818,0.9017981481481482,0.65,0.6166666666666667,0.010829966329966356,0.033333333333333326,0.010829966329966356,0.010829966329966356,0.033333333333333326,0.033333333333333326
11,0.6318627118644068,0.7180783333333334,0.95,0.9666666666666667,0.08621562146892658,-0.01666666666666672,0.08621562146892658,0.08621562146892658,-0.01666666666666672,-0.01666666666666672
12,0.4863133333333333,0.5298,0.9833333333333333,0.9,0.04348666666666673,0.08333333333333326,0.04348666666666673,0.04348666666666673,0.08333333333333326,0.08333333333333326
13,0.5386733333333333,0.5772116666666667,0.95,0.9833333333333333,0.03853833333333334,-0.033333333333333326,0.03853833333333334,0.03853833333333334,-0.033333333333333326,-0.033333333333333326
14,0.5311483333333333,0.56359,0.9666666666666667,0.9333333333333333,0.0324416666666667,0.033333333333333326,0.0324416666666667,0.0324416666666667,0.033333333333333326,0.033333333333333326
15,0.5716616666666666,0.5567816666666666,0.9833333333333333,0.9666666666666667,-0.014880000000000004,0.016666666666666607,-0.014880000000000004,-0.014880000000000004,0.016666666666666607,0.016666666666666607
16,0.50661,0.5468916666666667,1,0.9666666666666667,0.04028166666666666,0.033333333333333326,0.04028166666666666,0.04028166666666666,0.033333333333333326,0.033333333333333326
17,0.6397389830508474,0.6880233333333333,0.95,0.95,0.0482843502824859,0,0.0482843502824859,0.0482843502824859,0,0
18,0.63254,0.691265,1,0.9166666666666666,0.05872500000000003,0.08333333333333337,0.05872500000000003,0.05872500000000003,0.08333333333333337,0.08333333333333337
19,0.44201666666666667,0.46699,0.9666666666666667,0.9333333333333333,0.024973333333333347,0.033333333333333326,0.024973333333333347,0.024973333333333347,0.033333333333333326,0.033333333333333326
2,0.6153135593220339,0.6570166666666667,0.8833333333333333,0.95,0.041703107344632784,-0.06666666666666665,0.041703107344632784,0.041703107344632784,-0.06666666666666665,-0.06666666666666665
20,0.50038,0.5781566666666667,0.9833333333333333,0.8833333333333333,0.0777766666666666,0.09999999999999998,0.0777766666666666,0.0777766666666666,0.09999999999999998,0.09999999999999998
21,0.48789,0.5156333333333334,0.9833333333333333,0.9666666666666667,0.027743333333333398,0.016666666666666607,0.027743333333333398,0.027743333333333398,0.016666666666666607,0.016666666666666607
22,0.7489542372881356,0.7826839285714285,0.9833333333333333,0.8666666666666667,0.03372969128329295,0.11666666666666659,0.03372969128329295,0.03372969128329295,0.11666666666666659,0.11666666666666659
23,0.6303690476190477,0.6883770833333334,0.6666666666666666,0.7166666666666667,0.0580080357142857,-0.050000000000000044,0.0580080357142857,0.0580080357142857,-0.050000000000000044,-0.050000000000000044
24,0.47294833333333336,0.4892033333333333,0.9833333333333333,0.9833333333333333,0.016254999999999964,0,0.016254999999999964,0.016254999999999964,0,0
25,0.5977677966101695,0.6024733333333333,0.9666666666666667,0.9666666666666667,0.004705536723163761,0,0.004705536723163761,0.004705536723163761,0,0
26,0.5474766666666666,0.5601483333333334,1,0.95,0.012671666666666748,0.050000000000000044,0.012671666666666748,0.012671666666666748,0.050000000000000044,0.050000000000000044
27,0.54264,0.55065,0.9833333333333333,0.9833333333333333,0.008009999999999962,0,0.008009999999999962,0.008009999999999962,0,0
28,0.55235,0.5825084745762712,1,0.9666666666666667,0.030158474576271188,0.033333333333333326,0.030158474576271188,0.030158474576271188,0.033333333333333326,0.033333333333333326
29,0.4944016666666667,0.4966716666666667,0.95,1,0.0022699999999999942,-0.050000000000000044,0.0022699999999999942,0.0022699999999999942,-0.050000000000000044,-0.050000000000000044
3,0.6292033333333333,0.7079706896551724,0.95,0.8166666666666667,0.07876735632183907,0.1333333333333333,0.07876735632183907,0.07876735632183907,0.1333333333333333,0.1333333333333333
30,0.6032166666666666,0.6488666666666667,1,0.9833333333333333,0.04565000000000008,0.01666666666666672,0.04565000000000008,0.04565000000000008,0.01666666666666672,0.01666666666666672
31,0.4928516666666667,0.5033366666666667,0.9666666666666667,0.9666666666666667,0.010484999999999967,0,0.010484999999999967,0.010484999999999967,0,0
32,0.8339813559322033,0.8785066666666667,0.9833333333333333,0.9833333333333333,0.04452531073446331,0,0.04452531073446331,0.04452531073446331,0,0
33,0.6244627118644068,0.6389433333333333,0.9666666666666667,0.9666666666666667,0.01448062146892648,0,0.01448062146892648,0.01448062146892648,0,0
34,0.5983458333333334,0.6062593333333334,0.9666666666666667,0.9,0.007913500000000018,0.06666666666666665,0.007913500000000018,0.007913500000000018,0.06666666666666665,0.06666666666666665
35,0.5594413793103449,0.6287666666666667,0.95,0.9833333333333333,0.06932528735632182,-0.033333333333333326,0.06932528735632182,0.06932528735632182,-0.033333333333333326,-0.033333333333333326
36,0.5158466666666667,0.5562566666666666,1,0.9833333333333333,0.040409999999999946,0.01666666666666672,0.040409999999999946,0.040409999999999946,0.01666666666666672,0.01666666666666672
37,0.7603050847457627,0.7717666666666667,0.9833333333333333,0.9833333333333333,0.011461581920903963,0,0.011461581920903963,0.011461581920903963,0,0
38,0.5744783333333333,0.6223966666666667,1,0.9833333333333333,0.047918333333333396,0.01666666666666672,0.047918333333333396,0.047918333333333396,0.01666666666666672,0.01666666666666672
39,0.68932,0.6930583333333333,0.9666666666666667,1,0.003738333333333288,-0.033333333333333326,0.003738333333333288,0.003738333333333288,-0.033333333333333326,-0.033333333333333326
4,0.6491083333333333,0.7725916666666667,1,0.9833333333333333,0.12348333333333339,0.01666666666666672,0.12348333333333339,0.12348333333333339,0.01666666666666672,0.01666666666666672
40,0.49618,0.5531033333333333,1,0.9166666666666666,0.05692333333333327,0.08333333333333337,0.05692333333333327,0.05692333333333327,0.08333333333333337,0.08333333333333337
41,0.5048383333333333,0.51902,1,0.9833333333333333,0.014181666666666759,0.01666666666666672,0.014181666666666759,0.014181666666666759,0.01666666666666672,0.01666666666666672
42,0.6614677966101695,0.7073949152542373,0.95,0.9,0.04592711864406773,0.04999999999999993,0.04592711864406773,0.04592711864406773,0.04999999999999993,0.04999999999999993
43,0.5119083333333333,0.5612416666666666,1,0.9666666666666667,0.04933333333333334,0.033333333333333326,0.04933333333333334,0.04933333333333334,0.033333333333333326,0.033333333333333326
44,0.4870466666666667,0.5809694915254238,0.9833333333333333,0.7666666666666667,0.09392282485875708,0.21666666666666656,0.09392282485875708,0.09392282485875708,0.21666666666666656,0.21666666666666656
45,0.5457683333333333,0.6301166666666667,0.9833333333333333,0.9666666666666667,0.08434833333333336,0.016666666666666607,0.08434833333333336,0.08434833333333336,0.016666666666666607,0.016666666666666607
46,0.6011866666666666,0.6881733333333333,1,0.95,0.08698666666666666,0.050000000000000044,0.08698666666666666,0.08698666666666666,0.050000000000000044,0.050000000000000044
47,0.54423,0.6052783333333334,1,0.9666666666666667,0.06104833333333337,0.033333333333333326,0.06104833333333337,0.06104833333333337,0.033333333333333326,0.033333333333333326
48,0.442235,0.4847383333333333,0.9833333333333333,0.9833333333333333,0.04250333333333334,0,0.04250333333333334,0.04250333333333334,0,0
49,0.5555133333333333,0.585764406779661,1,0.9166666666666666,0.030251073446327714,0.08333333333333337,0.030251073446327714,0.030251073446327714,0.08333333333333337,0.08333333333333337
5,0.7726271186440677,0.8134303571428572,0.9,0.85,0.04080323849878942,0.050000000000000044,0.04080323849878942,0.04080323849878942,0.050000000000000044,0.050000000000000044
50,0.5367816666666667,0.5566474576271186,0.9833333333333333,0.8833333333333333,0.019865790960451934,0.09999999999999998,0.019865790960451934,0.019865790960451934,0.09999999999999998,0.09999999999999998
51,0.5887280701754386,0.5502067796610169,0.9166666666666666,0.8666666666666667,-0.03852129051442166,0.04999999999999993,-0.03852129051442166,-0.03852129051442166,0.04999999999999993,0.04999999999999993
52,0.5406083333333334,0.5227813559322034,0.9833333333333333,0.9166666666666666,-0.01782697740112993,0.06666666666666665,-0.01782697740112993,-0.01782697740112993,0.06666666666666665,0.06666666666666665
53,0.542895,0.6055033333333334,1,0.9666666666666667,0.06260833333333338,0.033333333333333326,0.06260833333333338,0.06260833333333338,0.033333333333333326,0.033333333333333326
54,0.5429366666666666,0.6243366666666667,0.9833333333333333,0.8833333333333333,0.08140000000000003,0.09999999999999998,0.08140000000000003,0.08140000000000003,0.09999999999999998,0.09999999999999998
55,0.6042220338983051,0.7259816666666666,0.9833333333333333,1,0.12175963276836155,-0.01666666666666672,0.12175963276836155,0.12175963276836155,-0.01666666666666672,-0.01666666666666672
56,0.481005,0.51452,1,0.95,0.03351499999999996,0.050000000000000044,0.03351499999999996,0.03351499999999996,0.050000000000000044,0.050000000000000044
57,0.49794666666666665,0.5485266666666667,0.9666666666666667,0.9166666666666666,0.05058000000000007,0.050000000000000044,0.05058000000000007,0.05058000000000007,0.050000000000000044,0.050000000000000044
58,0.5509333333333334,0.5578666666666666,0.95,0.9833333333333333,0.006933333333333236,-0.033333333333333326,0.006933333333333236,0.006933333333333236,-0.033333333333333326,-0.033333333333333326
59,0.5873220338983051,0.580171186440678,0.95,0.8666666666666667,-0.007150847457627063,0.08333333333333326,-0.007150847457627063,-0.007150847457627063,0.08333333333333326,0.08333333333333326
6,0.5201383333333334,0.5169616666666667,1,0.9833333333333333,-0.0031766666666667165,0.01666666666666672,-0.0031766666666667165,-0.0031766666666667165,0.01666666666666672,0.01666666666666672
60,0.5047066666666666,0.566335,1,0.9,0.061628333333333396,0.09999999999999998,0.061628333333333396,0.061628333333333396,0.09999999999999998,0.09999999999999998
61,0.570285,0.5352016666666667,0.9666666666666667,0.9666666666666667,-0.035083333333333355,0,-0.035083333333333355,-0.035083333333333355,0,0
62,0.62686,0.6697933333333334,1,1,0.04293333333333338,0,0.04293333333333338,0.04293333333333338,0,0
63,0.5588457627118644,0.6531266666666666,0.9166666666666666,0.9333333333333333,0.09428090395480226,-0.01666666666666672,0.09428090395480226,0.09428090395480226,-0.01666666666666672,-0.01666666666666672
64,0.7496883333333333,0.8267466666666666,0.9833333333333333,1,0.07705833333333334,-0.01666666666666672,0.07705833333333334,0.07705833333333334,-0.01666666666666672,-0.01666666666666672
65,0.641855,0.5120633333333333,0.9833333333333333,1,-0.12979166666666664,-0.01666666666666672,-0.12979166666666664,-0.12979166666666664,-0.01666666666666672,-0.01666666666666672
66,0.51434,0.50935,0.9666666666666667,1,-0.00499000000000005,-0.033333333333333326,-0.00499000000000005,-0.00499000000000005,-0.033333333333333326,-0.033333333333333326
67,0.6223925925925926,0.6335275862068965,0.8666666666666667,0.95,0.011134993614303923,-0.08333333333333326,0.011134993614303923,0.011134993614303923,-0.08333333333333326,-0.08333333333333326
68,0.47025833333333333,0.5696416666666667,1,0.9833333333333333,0.09938333333333338,0.01666666666666672,0.09938333333333338,0.09938333333333338,0.01666666666666672,0.01666666666666672
69,0.8870418604651162,0.802288,0.5833333333333334,0.7166666666666667,-0.08475386046511624,-0.1333333333333333,-0.08475386046511624,-0.08475386046511624,-0.1333333333333333,-0.1333333333333333
7,0.443945,0.45144833333333334,0.9,0.9666666666666667,0.007503333333333362,-0.06666666666666665,0.007503333333333362,0.007503333333333362,-0.06666666666666665,-0.06666666666666665
70,0.48199333333333333,0.5395283333333334,1,0.9166666666666666,0.05753500000000006,0.08333333333333337,0.05753500000000006,0.05753500000000006,0.08333333333333337,0.08333333333333337
71,0.539805,0.5247683333333333,0.9333333333333333,0.9833333333333333,-0.015036666666666698,-0.04999999999999993,-0.015036666666666698,-0.015036666666666698,-0.04999999999999993,-0.04999999999999993
72,0.3532,0.3647101694915254,0.7166666666666667,0.36666666666666664,0.01151016949152539,0.35000000000000003,0.01151016949152539,0.01151016949152539,0.35000000000000003,0.35000000000000003
73,0.6393116666666667,0.6357,0.95,0.9666666666666667,-0.0036116666666666797,-0.01666666666666672,-0.0036116666666666797,-0.0036116666666666797,-0.01666666666666672,-0.01666666666666672
74,0.7255216666666666,0.6679440677966102,0.9666666666666667,0.8333333333333334,-0.05757759887005642,0.1333333333333333,-0.05757759887005642,-0.05757759887005642,0.1333333333333333,0.1333333333333333
75,0.6195216666666666,0.6003933333333333,0.9666666666666667,0.9666666666666667,-0.019128333333333303,0,-0.019128333333333303,-0.019128333333333303,0,0
76,0.6249166666666667,0.6847966666666667,0.9666666666666667,0.9833333333333333,0.059880000000000044,-0.016666666666666607,0.059880000000000044,0.059880000000000044,-0.016666666666666607,-0.016666666666666607
77,0.625835,0.7059762711864407,1,0.9666666666666667,0.08014127118644065,0.033333333333333326,0.08014127118644065,0.08014127118644065,0.033333333333333326,0.033333333333333326
78,0.5330316666666667,0.5419966666666667,0.9333333333333333,0.9666666666666667,0.008965,-0.033333333333333326,0.008965,0.008965,-0.033333333333333326,-0.033333333333333326
79,0.5498533333333333,0.6065666666666667,0.9166666666666666,0.9833333333333333,0.05671333333333339,-0.06666666666666665,0.05671333333333339,0.05671333333333339,-0.06666666666666665,-0.06666666666666665
8,0.5647016666666667,0.5746833333333333,0.9833333333333333,0.9666666666666667,0.009981666666666666,0.016666666666666607,0.009981666666666666,0.009981666666666666,0.016666666666666607,0.016666666666666607
80,0.537675,0.6094508474576271,0.9666666666666667,0.9666666666666667,0.0717758474576271,0,0.0717758474576271,0.0717758474576271,0,0
81,0.5490883333333333,0.601635,1,0.9833333333333333,0.05254666666666674,0.01666666666666672,0.05254666666666674,0.05254666666666674,0.01666666666666672,0.01666666666666672
82,0.599985,0.6770183333333334,1,1,0.0770333333333334,0,0.0770333333333334,0.0770333333333334,0,0
83,0.4026293103448276,0.4052350877192982,0.4666666666666667,0.5,0.0026057773744706525,-0.033333333333333326,0.0026057773744706525,0.0026057773744706525,-0.033333333333333326,-0.033333333333333326
84,0.584605,0.5852169491525424,1,0.9666666666666667,6.119491525423681e-4,0.033333333333333326,6.119491525423681e-4,6.119491525423681e-4,0.033333333333333326,0.033333333333333326
85,0.6041474576271186,0.6576366666666666,0.8833333333333333,0.8333333333333334,0.053489209039548014,0.04999999999999993,0.053489209039548014,0.053489209039548014,0.04999999999999993,0.04999999999999993
86,0.576045,0.64321,0.9833333333333333,0.9333333333333333,0.06716499999999992,0.04999999999999993,0.06716499999999992,0.06716499999999992,0.04999999999999993,0.04999999999999993
87,0.5983566666666666,0.6561305084745762,0.9666666666666667,0.85,0.057773841807909565,0.1166666666666667,0.057773841807909565,0.057773841807909565,0.1166666666666667,0.1166666666666667
88,0.5446933333333334,0.55891,1,0.9666666666666667,0.014216666666666655,0.033333333333333326,0.014216666666666655,0.014216666666666655,0.033333333333333326,0.033333333333333326
89,0.5542483333333333,0.5231,0.9666666666666667,0.95,-0.031148333333333333,0.01666666666666672,-0.031148333333333333,-0.031148333333333333,0.01666666666666672,0.01666666666666672
9,0.59082,0.6635947368421052,0.95,0.7833333333333333,0.07277473684210523,0.16666666666666663,0.07277473684210523,0.07277473684210523,0.16666666666666663,0.16666666666666663
90,0.471705,0.5581186440677967,0.9666666666666667,0.9,0.08641364406779667,0.06666666666666665,0.08641364406779667,0.08641364406779667,0.06666666666666665,0.06666666666666665
91,0.6120474576271187,0.573028813559322,0.9166666666666666,0.8,-0.03901864406779665,0.11666666666666659,-0.03901864406779665,-0.03901864406779665,0.11666666666666659,0.11666666666666659
92,0.530345,0.5454416666666667,0.9666666666666667,0.9833333333333333,0.015096666666666758,-0.016666666666666607,0.015096666666666758,0.015096666666666758,-0.016666666666666607,-0.016666666666666607
93,0.6025266666666667,0.6519116666666667,1,0.9666666666666667,0.04938500000000001,0.033333333333333326,0.04938500000000001,0.04938500000000001,0.033333333333333326,0.033333333333333326
94,0.6121766666666667,0.5962983333333334,1,0.95,-0.015878333333333328,0.050000000000000044,-0.015878333333333328,-0.015878333333333328,0.050000000000000044,0.050000000000000044
95,0.6097266666666666,0.6598633333333334,0.9833333333333333,0.95,0.05013666666666672,0.033333333333333326,0.05013666666666672,0.05013666666666672,0.033333333333333326,0.033333333333333326
96,0.4730186440677966,0.5404413793103449,0.95,0.9,0.06742273524254827,0.04999999999999993,0.06742273524254827,0.06742273524254827,0.04999999999999993,0.04999999999999993
97,0.5639694915254237,0.6386466666666667,0.9333333333333333,0.9666666666666667,0.07467717514124295,-0.033333333333333326,0.07467717514124295,0.07467717514124295,-0.033333333333333326,-0.033333333333333326
98,0.5461766666666666,0.570095,0.9666666666666667,0.9666666666666667,0.023918333333333375,0,0.023918333333333375,0.023918333333333375,0,0
99,0.6715966101694916,0.6995206896551724,0.85,0.8833333333333333,0.027924079485680875,-0.033333333333333326,0.027924079485680875,0.027924079485680875,-0.033333333333333326,-0.033333333333333326
